tid,label,status,reason,n_transits_seen,period,epoch_tess,duration_h,duration_s,processed_at
142276270,1,ok,,4,6.2586065,3366.0265139997937,3.201,0.56,2026-05-28T17:26:23+00:00
142276270,1,ok,,4,6.2586065,3366.0265139997937,3.201,0.55,2026-05-28T17:26:24+00:00
142277868,1,too_many_empty_bins,empty_frac=1.00 > 0.5,1,18.9926881,3038.984559000004,1.506,0.58,2026-05-28T17:26:25+00:00
142381532,1,period_too_long,period=38.814d > 27.4d,0,38.8135498,3345.348565999884,5.944,0.0,2026-05-28T17:26:25+00:00
142387023,1,ok,,1,22.8085719,3362.1035389998,3.847,0.51,2026-05-28T17:26:25+00:00
142394656,1,ok,,3,8.157721,3359.6072309999727,3.788,0.59,2026-05-28T17:26:26+00:00
142532090,1,ok,,3,9.3202467,2222.401831999887,4.963,0.55,2026-05-28T17:26:26+00:00
142748283,1,ok,,9,3.1190716,2601.846171999816,1.1585974,0.54,2026-05-28T17:26:27+00:00
142748283,1,ok,,9,3.1190716,2601.846171999816,1.1585974,0.52,2026-05-28T17:26:27+00:00
142918609,0,ok,,2,14.5378,1494.7779700001702,6.826,0.52,2026-05-28T17:26:28+00:00
142937186,1,ok,,20,1.30613,2169.619940000121,0.634,0.53,2026-05-28T17:26:28+00:00
143032776,0,ok,,2,12.4856615,2289.2818490001373,2.538,0.51,2026-05-28T17:26:29+00:00
143257766,0,ok,,15,1.66226,1656.450819999911,3.321,0.5,2026-05-28T17:26:29+00:00
143350972,0,ok,,24,1.0817,1439.1351899998265,1.588,0.49,2026-05-28T17:26:30+00:00
143526444,0,ok,,1,15.3050693,2974.3176099997945,3.872,0.51,2026-05-28T17:26:30+00:00
143994283,0,ok,,13,1.90879,1492.9042899999768,1.909,0.5,2026-05-28T17:26:31+00:00
144043410,0,ok,,4,6.2636501,2230.6616730000824,5.3639991,0.52,2026-05-28T17:26:31+00:00
144193715,1,ok,,3,9.1512776,3163.6748680002056,2.616,0.55,2026-05-28T17:26:32+00:00
144440290,0,no_metadata,"TIC no tiene TOI con (period, epoch, duration) válidos",0,,,,0.0,2026-05-28T17:26:32+00:00
144700903,1,ok,,10,2.32664,1470.5808370001614,1.6497284,0.52,2026-05-28T17:26:32+00:00
144956678,0,ok,,17,1.5136003,2228.9471010002308,2.4400695,0.55,2026-05-28T17:26:33+00:00
144970275,0,no_global_pt,no existe data\processed\global/144970275.pt,0,,,,0.0,2026-05-28T17:26:33+00:00
145027461,0,ok,,23,1.07242,1492.7265499997884,1.996,0.61,2026-05-28T17:26:34+00:00
145982812,0,ok,,31,0.82967,1518.469299999997,1.755,0.51,2026-05-28T17:26:34+00:00
146208651,0,no_global_pt,no existe data\processed\global/146208651.pt,0,,,,0.0,2026-05-28T17:26:34+00:00
146244533,0,ok,,3,8.8088443,2296.556388999801,4.411,0.52,2026-05-28T17:26:35+00:00
146261607,0,no_global_pt,no existe data\processed\global/146261607.pt,0,,,,0.0,2026-05-28T17:26:35+00:00
146434840,0,no_global_pt,no existe data\processed\global/146434840.pt,0,,,,0.0,2026-05-28T17:26:35+00:00
146463781,0,ok,,58,0.417921,1517.4768159999512,1.843947,0.54,2026-05-28T17:26:35+00:00
146467675,0,ok,,16,1.6375303,2199.705848999787,1.606,0.53,2026-05-28T17:26:36+00:00
146520535,1,ok,,6,4.32765,1441.5716699999757,3.181,0.53,2026-05-28T17:26:36+00:00
146836153,0,ok,,11,2.3252878,2964.825530000031,2.277571,0.52,2026-05-28T17:26:37+00:00
146846569,0,ok,,5,4.7535388,1545.4484279998578,1.0905965,0.52,2026-05-28T17:26:37+00:00
147340931,0,ok,,6,4.31224,1546.8455400001258,2.704,0.55,2026-05-28T17:26:38+00:00
147576037,0,ok,,2,13.0727479,2603.765773000196,3.044,0.59,2026-05-28T17:26:38+00:00
147660201,0,ok,,44,0.579398,1543.348205000162,1.64214,0.57,2026-05-28T17:26:39+00:00
147895461,0,ok,,45,0.5919629,2445.9181050001644,1.0,0.59,2026-05-28T17:26:40+00:00
147950620,1,ok,,11,2.3106428,3367.072159999981,1.294,0.55,2026-05-28T17:26:40+00:00
147977348,1,ok,,5,5.0037758,2250.338128999807,3.439,0.57,2026-05-28T17:26:41+00:00
148233571,0,ok,,29,0.9422588,2226.376060000155,1.46,0.59,2026-05-28T17:26:41+00:00
148523092,0,no_global_pt,no existe data\processed\global/148523092.pt,0,,,,0.0,2026-05-28T17:26:41+00:00
148659924,0,ok,,3,7.3816254,2973.559152000118,4.696,0.58,2026-05-28T17:26:42+00:00
148673433,1,ok,,7,3.7711066,1901.7878899998032,2.3375061,0.57,2026-05-28T17:26:42+00:00
149126400,0,ok,,20,1.2253159,2036.842860000208,3.435758,0.6,2026-05-28T17:26:43+00:00
149282072,0,ok,,7,3.7006742,2761.9427590002306,3.115,0.55,2026-05-28T17:26:44+00:00
149601126,1,ok,,1,23.3418536,2174.0133030000143,6.4129373,0.55,2026-05-28T17:26:44+00:00
149601126,1,ok,,1,23.3418536,2174.0133030000143,6.4129373,0.54,2026-05-28T17:26:45+00:00
149601557,0,period_too_long,period=29.016d > 27.4d,0,29.0161646,3717.398579999805,5.345,0.0,2026-05-28T17:26:45+00:00
149845414,1,ok,,3,7.9940367,1522.5139729999937,4.271047,0.58,2026-05-28T17:26:45+00:00
150030205,1,ok,,6,4.5117295,3980.7152269999497,1.7906998,0.51,2026-05-28T17:26:46+00:00
150030205,1,ok,,6,4.5117295,3980.7152269999497,1.7906998,0.52,2026-05-28T17:26:46+00:00
150098860,1,ok,,3,10.6953065,3966.946847999934,1.992523,0.54,2026-05-28T17:26:47+00:00
150151262,1,ok,,2,9.5313801,3978.0805609999225,1.6426425,0.51,2026-05-28T17:26:47+00:00
150151262,1,ok,,2,9.5313801,3978.0805609999225,1.6426425,0.51,2026-05-28T17:26:48+00:00
150151262,1,ok,,2,9.5313801,3978.0805609999225,1.6426425,0.51,2026-05-28T17:26:48+00:00
150271680,0,ok,,11,2.593694,1543.9673270001076,3.054429,0.48,2026-05-28T17:26:49+00:00
150428135,1,ok,,1,16.051106,2303.1570620001294,1.3968229,0.53,2026-05-28T17:26:49+00:00
150428135,1,ok,,1,16.051106,2303.1570620001294,1.3968229,0.49,2026-05-28T17:26:50+00:00
150428135,1,ok,,1,16.051106,2303.1570620001294,1.3968229,0.52,2026-05-28T17:26:50+00:00
150428135,1,ok,,1,16.051106,2303.1570620001294,1.3968229,0.49,2026-05-28T17:26:51+00:00
151483286,1,ok,,7,4.0397189,2245.632019000128,3.655,0.52,2026-05-28T17:26:51+00:00
151724385,1,ok,,4,6.1406207,2770.674699000083,3.3672245,0.47,2026-05-28T17:26:52+00:00
151728428,0,ok,,6,3.9997367,2786.2710139998235,0.384,0.51,2026-05-28T17:26:52+00:00
151759246,1,ok,,10,2.6282606,2771.713210000191,1.2408211,0.51,2026-05-28T17:26:53+00:00
151825527,1,ok,,7,3.6335834,1546.4789040000178,1.8069693,0.49,2026-05-28T17:26:53+00:00
151920165,1,ok,,8,3.4671474,2303.974235000089,2.405,0.52,2026-05-28T17:26:54+00:00
151930063,0,ok,,5,5.2201338,2963.9993859999813,2.584,0.51,2026-05-28T17:26:54+00:00
151959065,0,ok,,2,10.5426254,1551.634916999843,6.2145259,0.48,2026-05-28T17:26:55+00:00
152685831,0,no_global_pt,no existe data\processed\global/152685831.pt,0,,,,0.0,2026-05-28T17:26:55+00:00
152714791,0,no_global_pt,no existe data\processed\global/152714791.pt,0,,,,0.0,2026-05-28T17:26:55+00:00
153027658,0,ok,,11,2.3374921,1384.9246999998577,2.279,0.49,2026-05-28T17:26:55+00:00
153065527,1,ok,,4,6.614911,1385.388369999826,0.9654605,0.48,2026-05-28T17:26:56+00:00
153065527,1,ok,,4,6.614911,1385.388369999826,0.9654605,0.48,2026-05-28T17:26:56+00:00
153078576,1,ok,,9,2.7029187,2116.620626000222,1.6998642,0.52,2026-05-28T17:26:57+00:00
153197346,0,no_global_pt,no existe data\processed\global/153197346.pt,0,,,,0.0,2026-05-28T17:26:57+00:00
153651591,0,ok,,11,2.1456324,2230.7692160001025,2.1680096,0.54,2026-05-28T17:26:57+00:00
153951307,1,ok,,36,0.7645807,1684.1046810001135,1.07057,0.5,2026-05-28T17:26:58+00:00
153951307,1,ok,,36,0.7645807,1684.1046810001135,1.07057,0.55,2026-05-28T17:26:58+00:00
154089169,1,ok,,3,8.9534775,3355.403307000175,2.696,0.52,2026-05-28T17:26:59+00:00
154220877,1,ok,,13,2.002703,3341.5392419998534,1.5778338,0.49,2026-05-28T17:26:59+00:00
154293917,1,no_global_pt,no existe data\processed\global/154293917.pt,0,,,,0.0,2026-05-28T17:26:59+00:00
154459165,0,ok,,9,3.1471655,2983.664716000203,3.402,0.51,2026-05-28T17:27:00+00:00
154716798,1,ok,,2,12.6396982,2604.0958010000177,3.3830702,0.55,2026-05-28T17:27:00+00:00
154867950,0,ok,,42,0.6664948,1870.50771899987,1.38,0.5,2026-05-28T17:27:01+00:00
154872375,1,ok,,4,8.0277326,3658.9742600000463,4.284,0.52,2026-05-28T17:27:01+00:00
154927364,0,ok,,4,6.9744232,3334.944097000174,2.124,0.52,2026-05-28T17:27:02+00:00
155005217,0,ok,,3,7.6047417,2867.2069609998725,5.23,0.5,2026-05-28T17:27:03+00:00
155044736,0,ok,,19,1.3730466,2963.610065000132,2.5708515,0.51,2026-05-28T17:27:03+00:00
155114483,0,ok,,5,5.2651271,2877.3684080000967,2.463,0.53,2026-05-28T17:27:04+00:00
155491828,0,ok,,2,16.0475029,2233.4962929999456,3.334,0.51,2026-05-28T17:27:04+00:00
155807906,0,ok,,69,0.4057204,2253.168845000211,1.201,0.5,2026-05-28T17:27:05+00:00
155867025,1,ok,,12,2.1547472,2911.4698200002317,1.6582238,0.51,2026-05-28T17:27:05+00:00
155947004,0,ok,,2,9.4258906,1973.7118680002168,2.406,0.5,2026-05-28T17:27:06+00:00
155986102,0,no_global_pt,no existe data\processed\global/155986102.pt,0,,,,0.0,2026-05-28T17:27:06+00:00
155995204,0,ok,,3,9.30734,1357.5838100002147,4.683,0.53,2026-05-28T17:27:06+00:00
156115721,0,ok,,10,2.5047918,2229.9845790001564,4.3797563,0.5,2026-05-28T17:27:07+00:00
156648452,1,ok,,8,3.4936188,2687.3704420002177,3.355,0.5,2026-05-28T17:27:07+00:00
156678143,0,no_global_pt,no existe data\processed\global/156678143.pt,0,,,,0.0,2026-05-28T17:27:07+00:00
156816238,0,ok,,13,2.1461672,2632.687208000105,1.942,0.53,2026-05-28T17:27:08+00:00
156991337,0,ok,,4,6.9055908,3684.183191999793,1.7156097,0.52,2026-05-28T17:27:08+00:00
157236902,1,no_metadata,"TIC no tiene TOI con (period, epoch, duration) válidos",0,,,,0.0,2026-05-28T17:27:08+00:00
157528286,0,ok,,16,1.6562803,2251.039789999835,0.929,0.54,2026-05-28T17:27:09+00:00
157568289,0,ok,,14,1.8361503,2250.9932369999588,4.12,0.56,2026-05-28T17:27:09+00:00
157698565,1,period_too_long,period=61.628d > 27.4d,0,61.6277,2973.6400120002218,6.401,0.0,2026-05-28T17:27:09+00:00
158002130,1,ok,,2,9.6867516,3473.4114859998226,2.512,0.54,2026-05-28T17:27:10+00:00
158025009,1,ok,,23,1.0697621,3423.263435000088,1.356,0.5,2026-05-28T17:27:10+00:00
158241252,1,ok,,3,10.3088724,2393.257825000212,2.2763645,0.57,2026-05-28T17:27:11+00:00
158297421,1,ok,,7,3.9228016,2036.4728120001964,1.8736007,0.61,2026-05-28T17:27:12+00:00
158551257,0,ok,,31,0.9023951,2797.2317280001007,1.6045865,0.58,2026-05-28T17:27:12+00:00
158555987,0,ok,,5,5.5460893,1687.9260510001332,2.2804171,0.63,2026-05-28T17:27:13+00:00
158588995,1,ok,,13,1.9771658,2301.778142000083,1.1104153,0.52,2026-05-28T17:27:13+00:00
158916431,0,ok,,5,5.8924856,2765.0398679999635,3.134,0.5,2026-05-28T17:27:14+00:00
159334269,0,ok,,22,1.1578392,2008.7617460000329,1.363,0.51,2026-05-28T17:27:14+00:00
159418353,1,ok,,4,8.3033493,3661.435022999998,1.705,0.57,2026-05-28T17:27:15+00:00
159510109,0,too_many_empty_bins,empty_frac=0.84 > 0.5,1,16.9487087,3289.874408000149,4.2887767,0.56,2026-05-28T17:27:15+00:00
159781361,1,ok,,2,15.3468182,3431.584230999928,6.425,0.64,2026-05-28T17:27:16+00:00
159873822,1,ok,,2,13.7905315,2704.4480130001903,3.301,0.53,2026-05-28T17:27:17+00:00
160045097,1,ok,,15,1.8290294,2632.816808000207,1.6679098,0.57,2026-05-28T17:27:17+00:00
160045097,1,ok,,15,1.8290294,2632.816808000207,1.6679098,0.6,2026-05-28T17:27:18+00:00
160162987,0,ok,,2,23.0531698,2441.7460480001755,1.228,0.54,2026-05-28T17:27:18+00:00
160268701,0,ok,,2,11.2071839,3352.734056999907,4.366,0.52,2026-05-28T17:27:19+00:00
160390955,1,ok,,7,4.4178042,2799.3832970000803,2.5881434,0.47,2026-05-28T17:27:19+00:00
161032923,1,ok,,8,3.9652485,1654.0605770000257,1.0112593,0.57,2026-05-28T17:27:20+00:00
161156159,0,ok,,11,2.2818488,3064.2932159998454,3.973,0.69,2026-05-28T17:27:20+00:00
161450762,0,ok,,20,1.32003,1683.9259399999864,3.175,0.51,2026-05-28T17:27:21+00:00
161687209,0,no_global_pt,no existe data\processed\global/161687209.pt,0,,,,0.0,2026-05-28T17:27:21+00:00
162246865,0,ok,,45,0.5646193,2331.916143000126,1.295,0.49,2026-05-28T17:27:21+00:00
162577466,0,ok,,6,3.6772391,2666.70915699983,4.2517064,0.49,2026-05-28T17:27:22+00:00
162729620,0,ok,,2,13.4364908,3051.3040760001168,5.375,0.51,2026-05-28T17:27:22+00:00
162802770,1,ok,,6,4.880964,2283.4041030001827,1.6120362,0.49,2026-05-28T17:27:23+00:00
163539739,1,ok,,2,14.4751062,2826.540248999838,1.6182484,0.61,2026-05-28T17:27:24+00:00
164150539,0,ok,,5,6.1600888,2850.543759000022,1.67,0.61,2026-05-28T17:27:24+00:00
164173105,1,ok,,9,3.0726434,2827.001699999906,2.2602485,0.5,2026-05-28T17:27:25+00:00
164767175,1,ok,,2,10.7511248,3973.354681999888,2.8581721,0.48,2026-05-28T17:27:25+00:00
164767175,1,ok,,2,10.7511248,3973.354681999888,2.8581721,0.52,2026-05-28T17:27:26+00:00
165202476,1,ok,,19,2.9093856,2168.4763679997995,2.075,0.52,2026-05-28T17:27:26+00:00
165464482,1,ok,,6,4.3345378,2657.9545999998227,3.336,0.49,2026-05-28T17:27:27+00:00
165523947,0,ok,,10,2.99041,1711.8577600000426,3.952,0.5,2026-05-28T17:27:27+00:00
166184426,0,ok,,2,16.3152,1600.450920000207,1.992,0.53,2026-05-28T17:27:28+00:00
166184428,1,ok,,2,16.3363665,2335.573187999893,1.9933922,0.51,2026-05-28T17:27:28+00:00
166190643,0,ok,,17,1.6540803,2822.98394999979,2.008,0.49,2026-05-28T17:27:29+00:00
166648874,1,ok,,54,0.5019031,1899.698658999987,0.9470423,0.51,2026-05-28T17:27:29+00:00
166697854,0,no_global_pt,no existe data\processed\global/166697854.pt,0,,,,0.0,2026-05-28T17:27:29+00:00
167009792,0,ok,,25,1.133052,3932.531043999829,1.3601919,0.51,2026-05-28T17:27:30+00:00
167031605,0,ok,,9,2.7809,1468.6974100000225,1.803,0.57,2026-05-28T17:27:30+00:00
167098530,0,ok,,31,0.890967,2823.853740000166,1.784,0.5,2026-05-28T17:27:31+00:00
167418898,0,ok,,2,10.9803025,2367.920446000062,1.659,0.53,2026-05-28T17:27:31+00:00
167754523,0,ok,,4,6.7992776,2193.2237100000493,1.58,0.51,2026-05-28T17:27:32+00:00
168871868,0,ok,,1,17.1217196,2183.305375999771,6.507,0.5,2026-05-28T17:27:32+00:00
169177766,0,no_global_pt,no existe data\processed\global/169177766.pt,0,,,,0.0,2026-05-28T17:27:32+00:00
169187982,0,ok,,16,1.764534,2446.3995590000413,2.187,0.5,2026-05-28T17:27:33+00:00
169249234,1,ok,,4,7.1858029,2527.4318539998494,4.2542613,0.55,2026-05-28T17:27:33+00:00
169532369,0,ok,,7,3.60364,1440.3114299997687,3.728,0.5,2026-05-28T17:27:34+00:00
169765334,1,ok,,4,5.7042858,2090.7974180001765,4.061264,0.52,2026-05-28T17:27:34+00:00
169904935,0,ok,,6,4.5505945,2985.156855000183,2.654,0.59,2026-05-28T17:27:35+00:00
170103435,0,ok,,12,1.9785151,2984.5526669998653,1.282,0.52,2026-05-28T17:27:36+00:00
170729775,1,ok,,1,16.6542431,2186.901539000217,7.792,0.55,2026-05-28T17:27:36+00:00
170849515,1,ok,,13,1.9416366,1438.1475080000237,1.9321358,0.57,2026-05-28T17:27:37+00:00
172110606,0,ok,,13,2.0197299,3310.708798000124,2.563,0.48,2026-05-28T17:27:37+00:00
172370679,1,period_too_long,period=29.090d > 27.4d,0,29.0902271,2439.2152539999224,4.6769826,0.0,2026-05-28T17:27:37+00:00
172376068,0,no_global_pt,no existe data\processed\global/172376068.pt,0,,,,0.0,2026-05-28T17:27:37+00:00
172464366,0,ok,,9,2.921685,1470.0464180000126,3.17791,0.51,2026-05-28T17:27:38+00:00
172518755,1,ok,,7,3.2087149,3279.0712129999883,1.639,0.6,2026-05-28T17:27:38+00:00
172630205,0,ok,,45,0.599092,2226.230930000078,1.232,0.64,2026-05-28T17:27:39+00:00
172754786,0,ok,,6,4.1273472,2771.0491379997693,2.74,1.59,2026-05-28T17:27:41+00:00
172871230,0,ok,,8,3.4100261,2442.2953860000707,2.233,1.57,2026-05-28T17:27:42+00:00
173860688,0,no_global_pt,no existe data\processed\global/173860688.pt,0,,,,0.0,2026-05-28T17:27:42+00:00
174143743,0,ok,,53,0.46132,1492.3131300001403,1.32,0.55,2026-05-28T17:27:43+00:00
174328045,1,ok,,5,5.0569708,3601.0858240001835,3.401,0.57,2026-05-28T17:27:43+00:00
175079720,0,ok,,11,2.2623261,2274.9692299999297,3.048,0.55,2026-05-28T17:27:44+00:00
175180796,0,ok,,16,1.55747,1493.4431199999526,2.714,1.19,2026-05-28T17:27:45+00:00
175310067,0,ok,,2,12.6889415,2238.831137999892,7.9201001,0.96,2026-05-28T17:27:46+00:00
175476629,0,no_global_pt,no existe data\processed\global/175476629.pt,0,,,,0.0,2026-05-28T17:27:46+00:00
176314383,1,ok,,17,3.3759446,2197.6368180001155,3.538,1.95,2026-05-28T17:27:48+00:00
176772671,0,ok,,21,1.3326579,3719.0730710001662,1.5960595,1.72,2026-05-28T17:27:50+00:00
176778112,0,ok,,19,1.33679,2169.520070000086,1.488,2.16,2026-05-28T17:27:52+00:00
176831592,0,ok,,10,2.53405,2169.218140000012,1.944,2.06,2026-05-28T17:27:54+00:00
176956893,1,ok,,4,6.9067868,2036.6187410000712,6.6850674,1.72,2026-05-28T17:27:56+00:00
176984236,0,ok,,14,1.7560902,2199.3256410001777,1.763,1.77,2026-05-28T17:27:57+00:00
177126182,0,ok,,4,6.3037582,2216.0126999998465,3.757,1.65,2026-05-28T17:27:59+00:00
177612321,0,ok,,9,3.145502,2223.6533030001447,2.411,1.73,2026-05-28T17:28:01+00:00
177722855,0,ok,,10,2.3960724,2225.430046999827,4.53,1.84,2026-05-28T17:28:03+00:00
178155732,1,ok,,7,3.58529,2169.2712799999863,2.495,1.78,2026-05-28T17:28:04+00:00
178155732,1,ok,,7,3.58529,2169.2712799999863,2.495,1.65,2026-05-28T17:28:06+00:00
178155732,1,ok,,7,3.58529,2169.2712799999863,2.495,1.85,2026-05-28T17:28:08+00:00
178162579,1,ok,,8,3.5514016,2225.44960300019,2.207,1.64,2026-05-28T17:28:09+00:00
178709444,1,ok,,8,3.4716808,2329.5056309998035,1.3816978,1.74,2026-05-28T17:28:11+00:00
178819686,1,ok,,4,5.6057748,3046.424157000147,3.0213897,1.79,2026-05-28T17:28:13+00:00
178819686,1,ok,,4,5.6057748,3046.424157000147,3.0213897,1.69,2026-05-28T17:28:15+00:00
178959058,0,ok,,5,5.4468377,3061.8423910001293,3.303,1.62,2026-05-28T17:28:16+00:00
179033846,0,no_global_pt,no existe data\processed\global/179033846.pt,0,,,,0.0,2026-05-28T17:28:16+00:00
179034327,1,ok,,1,17.9635083,1417.605024999939,4.4297958,1.58,2026-05-28T17:28:18+00:00
179155220,0,ok,,43,0.60274,1491.8888199999928,1.834,1.66,2026-05-28T17:28:20+00:00
179159972,0,ok,,19,1.37101,1491.952269999776,2.379,1.71,2026-05-28T17:28:21+00:00
179317684,1,ok,,6,4.2311173,1544.670293000061,4.3531635,1.63,2026-05-28T17:28:23+00:00
179582003,1,period_too_long,period=104.616d > 27.4d,0,104.6162557,1413.8504829998128,9.3317949,0.0,2026-05-28T17:28:23+00:00
180695581,1,ok,,50,0.54937,2664.07054700004,0.883,1.61,2026-05-28T17:28:24+00:00
180987952,0,ok,,18,1.38917,3746.833500000183,1.5031546,1.7,2026-05-28T17:28:26+00:00
181804752,1,ok,,28,0.9479945,1543.5580059997735,0.564663,1.66,2026-05-28T17:28:28+00:00
181804752,1,ok,,28,0.9479945,1543.5580059997735,0.564663,1.67,2026-05-28T17:28:30+00:00
182470056,0,ok,,29,0.879268,2252.298702999949,1.529,1.78,2026-05-28T17:28:31+00:00
182943944,0,ok,,23,1.10422,1518.9653599997982,2.37,1.76,2026-05-28T17:28:33+00:00
183120439,1,ok,,11,2.2554459,2062.718051999808,1.6678604,1.79,2026-05-28T17:28:35+00:00
183979262,0,ok,,8,3.4307565,2063.727305999957,3.1443388,1.83,2026-05-28T17:28:37+00:00
183985250,1,ok,,35,0.7920645,3933.175838999916,0.3656119,1.79,2026-05-28T17:28:38+00:00
184670625,0,no_global_pt,no existe data\processed\global/184670625.pt,0,,,,0.0,2026-05-28T17:28:38+00:00
184679932,0,ok,,13,2.1721416,1791.4255459997803,2.7480823,1.9,2026-05-28T17:28:40+00:00
184869170,0,ok,,4,7.7235903,2578.095794999972,5.953,1.63,2026-05-28T17:28:42+00:00
184952758,0,ok,,6,4.109953,3007.695053000003,4.641,2.02,2026-05-28T17:28:44+00:00
185226925,0,ok,,9,3.1979646,2790.753010999877,5.69,1.7,2026-05-28T17:28:46+00:00
185405474,0,no_global_pt,no existe data\processed\global/185405474.pt,0,,,,0.0,2026-05-28T17:28:46+00:00
185482513,0,no_global_pt,no existe data\processed\global/185482513.pt,0,,,,0.0,2026-05-28T17:28:46+00:00
186000935,0,ok,,3,8.8735214,3552.790682000108,4.059,1.58,2026-05-28T17:28:47+00:00
186599508,0,ok,,4,5.6318074,1794.8964100000449,3.4553092,1.58,2026-05-28T17:28:49+00:00
186812530,1,ok,,7,3.6773543,3257.1838509999216,1.441,1.57,2026-05-28T17:28:50+00:00
187029841,0,no_global_pt,no existe data\processed\global/187029841.pt,0,,,,0.0,2026-05-28T17:28:50+00:00
187495621,0,no_global_pt,no existe data\processed\global/187495621.pt,0,,,,0.0,2026-05-28T17:28:50+00:00
187532854,0,ok,,16,1.6513066,2934.874400000088,0.82,1.59,2026-05-28T17:28:52+00:00
187861378,0,no_global_pt,no existe data\processed\global/187861378.pt,0,,,,0.0,2026-05-28T17:28:52+00:00
188570092,1,ok,,4,7.327945,2457.97362100007,2.896,1.59,2026-05-28T17:28:54+00:00
188589164,1,ok,,10,2.6162769,1956.3963219998404,1.134893,1.7,2026-05-28T17:28:55+00:00
188593930,0,ok,,18,1.46503,1354.276070000138,1.145,1.64,2026-05-28T17:28:57+00:00
188768068,1,ok,,12,2.1779407,3338.523070999887,2.098,1.52,2026-05-28T17:28:58+00:00
188989177,0,ok,,22,1.17409,1438.2991599999368,1.701,1.6,2026-05-28T17:29:00+00:00
189013222,0,ok,,19,1.3228701,2199.159810999874,1.589,1.52,2026-05-28T17:29:02+00:00
189620016,0,ok,,25,1.1792344,2989.454493000172,1.7572263,1.66,2026-05-28T17:29:03+00:00
190081497,0,ok,,8,3.1630387,2991.730295000132,4.661,1.77,2026-05-28T17:29:05+00:00
190271688,0,ok,,2,12.6534664,2341.024373999797,4.0982077,1.64,2026-05-28T17:29:07+00:00
190430205,0,no_global_pt,no existe data\processed\global/190430205.pt,0,,,,0.0,2026-05-28T17:29:07+00:00
190442486,0,no_global_pt,no existe data\processed\global/190442486.pt,0,,,,0.0,2026-05-28T17:29:07+00:00
190496853,1,ok,,7,4.6616079,3010.013606000226,4.007,1.71,2026-05-28T17:29:08+00:00
190743990,0,ok,,15,1.7380504,3582.4871669998392,1.496,1.6,2026-05-28T17:29:10+00:00
190981760,0,no_global_pt,no existe data\processed\global/190981760.pt,0,,,,0.0,2026-05-28T17:29:10+00:00
191146556,0,no_global_pt,no existe data\processed\global/191146556.pt,0,,,,0.0,2026-05-28T17:29:10+00:00
191373021,0,no_global_pt,no existe data\processed\global/191373021.pt,0,,,,0.0,2026-05-28T17:29:10+00:00
192372961,0,ok,,13,2.06313,1792.2964400001802,2.157,1.62,2026-05-28T17:29:12+00:00
192520375,0,ok,,28,0.9109508,2278.4863379998133,1.473,1.7,2026-05-28T17:29:13+00:00
192790476,1,ok,,2,19.1047019,1452.3345639999025,3.2516728,0.76,2026-05-28T17:29:14+00:00
193336820,1,ok,,5,5.006622,3550.715057000052,1.66,0.56,2026-05-28T17:29:15+00:00
193628179,0,ok,,9,3.2623468,2415.348921999801,2.91,0.55,2026-05-28T17:29:15+00:00
193634953,1,ok,,9,2.9479689,2750.6230080001988,1.584,0.56,2026-05-28T17:29:16+00:00
193641523,1,ok,,19,1.3929721,1597.8134320001118,1.0799517,0.52,2026-05-28T17:29:16+00:00
193708920,0,ok,,21,1.3298469,1732.4539239997976,3.007,0.52,2026-05-28T17:29:17+00:00
194179013,0,ok,,9,3.1785277,2384.1512350002304,5.974,0.53,2026-05-28T17:29:17+00:00
194736418,1,ok,,4,5.826731,3658.012037000153,4.571,0.51,2026-05-28T17:29:18+00:00
194795551,1,ok,,13,2.0180196,2383.760484999977,1.967,0.52,2026-05-28T17:29:18+00:00
195093356,0,ok,,3,7.8284207,2432.6743789999746,5.456,0.63,2026-05-28T17:29:19+00:00
195199644,0,ok,,23,1.19888,1712.2597099998966,1.558,0.53,2026-05-28T17:29:19+00:00
196286587,0,ok,,2,10.4137962,2974.937344000209,3.482,0.52,2026-05-28T17:29:20+00:00
197650870,0,ok,,13,2.1853174,3422.84557900019,1.656,0.51,2026-05-28T17:29:21+00:00
197959526,0,ok,,36,0.7196291,2061.8854780001566,1.474746,0.52,2026-05-28T17:29:21+00:00
198008005,1,ok,,7,3.2797206,2088.312107999809,3.5795839,0.52,2026-05-28T17:29:22+00:00
198153540,1,ok,,63,0.4378083,1739.074845999945,1.1404291,0.51,2026-05-28T17:29:22+00:00
198153540,1,ok,,63,0.4378083,1739.074845999945,1.1404291,0.48,2026-05-28T17:29:23+00:00
198241702,1,ok,,3,9.2378703,2739.097031999845,2.535,0.54,2026-05-28T17:29:23+00:00
198356533,1,ok,,1,18.840891,3660.183368000202,5.765,0.49,2026-05-28T17:29:24+00:00
198385543,1,ok,,7,3.9306746,2884.349803000223,1.4305142,0.5,2026-05-28T17:29:24+00:00
198390247,1,ok,,5,6.5886877,3660.409370000009,1.678,0.52,2026-05-28T17:29:25+00:00
198390247,1,ok,,5,6.5886877,3660.409370000009,1.678,0.49,2026-05-28T17:29:25+00:00
198485881,1,period_too_long,period=35.190d > 27.4d,0,35.1896444,2606.202887999825,3.3254029,0.0,2026-05-28T17:29:25+00:00
198616607,0,ok,,7,3.6311186,2417.4731620000675,2.416,0.5,2026-05-28T17:29:26+00:00
199162630,0,ok,,9,2.7649802,2847.834654000122,1.659,0.5,2026-05-28T17:29:26+00:00
199376584,1,ok,,2,18.712253,3544.753266999964,6.475,0.53,2026-05-28T17:29:27+00:00
